timestep_time,vehicle_CO,vehicle_CO2,vehicle_HC,vehicle_NOx,vehicle_PMx,vehicle_angle,vehicle_eclass,vehicle_electricity,vehicle_fuel,vehicle_id,vehicle_lane,vehicle_noise,vehicle_pos,vehicle_route,vehicle_speed,vehicle_type,vehicle_waiting,vehicle_x,vehicle_y
334,0,0,0,0,0,273.07,HBEFA3/PC_G_EU4,0,0,veh4,172264378_0,69.6,359.96,!veh4!var#1,23.95,veh_passenger,0,27124.94,28396.24
335,36.36,4391.33,0.27,1.67,0.07,271.51,HBEFA3/PC_G_EU4,0,1.89,veh2,256998522#1_0,66.05,128.3,!veh2!var#1,13.87,veh_passenger,0,19966.63,25615.92
335,78.67,7302.01,0.54,2.79,0.15,273.07,HBEFA3/PC_G_EU4,0,3.14,veh4,172264378_0,72.01,384.41,!veh4!var#1,24.45,veh_passenger,0,27100.52,28397.55
336,37.95,4637.4,0.28,1.77,0.07,271.51,HBEFA3/PC_G_EU4,0,1.99,veh2,256998522#1_0,66.5,142.77,!veh2!var#1,14.47,veh_passenger,0,19952.17,25616.3
336,50.13,5879.67,0.37,2.12,0.11,272.44,HBEFA3/PC_G_EU4,0,2.53,veh4,172264378_0,71.67,409.12,!veh4!var#1,24.71,veh_passenger,0,27075.83,28398.82
337,0,0,0,0,0,271.51,HBEFA3/PC_G_EU4,0,0,veh2,256998522#1_0,63.57,156.72,!veh2!var#1,13.95,veh_passenger,0,19938.22,25616.67
337,0,0,0,0,0,271.82,HBEFA3/PC_G_EU4,0,0,veh4,172264378_0,70.32,433.36,!veh4!var#1,24.24,veh_passenger,0,27051.6,28399.59
338,21.67,3810.61,0.19,1.39,0.05,271.51,HBEFA3/PC_G_EU4,0,1.64,veh2,256998522#1_0,65.82,171.06,!veh2!var#1,14.34,veh_passenger,0,19923.89,25617.05
338,77.37,7203.73,0.53,2.74,0.15,271.82,HBEFA3/PC_G_EU4,0,3.1,veh4,172264378_0,72.08,458.06,!veh4!var#1,24.7,veh_passenger,0,27026.9,28400.38
339,0,0,0,0,0,271.51,HBEFA3/PC_G_EU4,0,0,veh2,256998522#1_0,63.08,184.72,!veh2!var#1,13.66,veh_passenger,0,19910.24,25617.4
339,0,0,0,0,0,271.82,HBEFA3/PC_G_EU4,0,0,veh4,172264378_0,71.08,482.69,!veh4!var#1,24.63,veh_passenger,0,27002.27,28401.16
340,15.21,3387.03,0.15,1.2,0.04,271.51,HBEFA3/PC_G_EU4,0,1.46,veh2,256998522#1_0,65.32,198.67,!veh2!var#1,13.95,veh_passenger,0,19896.29,25617.77
340,45.82,5649.25,0.35,2.01,0.11,270.41,HBEFA3/PC_G_EU4,0,2.43,veh4,172264378_0,71.67,507.54,!veh4!var#1,24.85,veh_passenger,0,26977.41,28401.58
341,0,0,0,0,0,271.5,HBEFA3/PC_G_EU4,0,0,veh2,256998522#1_0,63.55,212.24,!veh2!var#1,13.58,veh_passenger,0,19882.72,25618.13
341,0,0,0,0,0,270.41,HBEFA3/PC_G_EU4,0,0,veh4,172264378_0,69.73,531.48,!veh4!var#1,23.94,veh_passenger,0,26953.46,28401.75
342,0,0,0,0,0,271.5,HBEFA3/PC_G_EU4,0,0,veh2,256998522#1_0,63.4,225.5,!veh2!var#1,13.25,veh_passenger,0,19869.47,25618.48
342,119.8,9260.89,0.78,3.71,0.2,270.02,HBEFA3/PC_G_EU4,0,3.98,veh4,172264378_0,72.81,556.21,!veh4!var#1,24.73,veh_passenger,0,26928.73,28401.85
343,4.87,2709.94,0.08,0.89,0.02,271.5,HBEFA3/PC_G_EU4,0,1.16,veh2,256998522#1_0,64.5,238.87,!veh2!var#1,13.37,veh_passenger,0,19856.1,25618.83
343,0,0,0,0,0,270.02,HBEFA3/PC_G_EU4,0,0,veh4,172264378_1,70.35,580.48,!veh4!var#1,24.27,veh_passenger,0,26904.24,28398.66
344,67.81,6057.96,0.45,2.45,0.11,271.5,HBEFA3/PC_G_EU4,0,2.6,veh2,256998522#1_0,67.62,253.23,!veh2!var#1,14.36,veh_passenger,0,19841.75,25619.2
344,35.07,5186.37,0.29,1.8,0.09,270.02,HBEFA3/PC_G_EU4,0,2.23,veh4,172264378_1,71.35,604.91,!veh4!var#1,24.43,veh_passenger,0,26879.81,28398.67
345,0,0,0,0,0,271.5,HBEFA3/PC_G_EU4,0,0,veh2,256998522#1_0,63.02,266.88,!veh2!var#1,13.65,veh_passenger,0,19828.1,25619.56
345,0,0,0,0,0,270.02,HBEFA3/PC_G_EU4,0,0,veh4,172264378_1,70.02,628.78,!veh4!var#1,23.87,veh_passenger,0,26855.94,28398.67
346,34.04,4372.34,0.26,1.66,0.06,271.4,HBEFA3/PC_G_EU4,0,1.88,veh2,:37976924_1_0,66.18,2.3,!veh2!var#1,14.2,veh_passenger,0,19813.91,25619.92
346,90.09,7855.75,0.61,3.06,0.16,270.02,HBEFA3/PC_G_EU4,0,3.38,veh4,172264378_1,72.2,653.24,!veh4!var#1,24.45,veh_passenger,0,26831.48,28398.68
347,0,2635.02,0.05,0.83,0.02,271.18,HBEFA3/PC_G_EU4,0,1.13,veh2,256998522#3_0,64.99,2.18,!veh2!var#1,14.27,veh_passenger,0,19799.64,25620.23
347,83.81,7479.87,0.57,2.87,0.15,270.02,HBEFA3/PC_G_EU4,0,3.22,veh4,172264378_1,72.26,678.18,!veh4!var#1,24.95,veh_passenger,0,26806.54,28398.69
348,0,0,0,0,0,271.06,HBEFA3/PC_G_EU4,0,0,veh2,256998522#3_0,63.78,16.07,!veh2!var#1,13.89,veh_passenger,0,19785.75,25620.49
348,0,0,0,0,0,270.02,HBEFA3/PC_G_EU4,0,0,veh4,172264378_1,71.05,702.99,!veh4!var#1,24.8,veh_passenger,0,26781.73,28398.69
349,37.74,4632.47,0.28,1.77,0.07,271.06,HBEFA3/PC_G_EU4,0,1.99,veh2,256998522#3_0,66.5,30.56,!veh2!var#1,14.49,veh_passenger,0,19771.27,25620.76
349,0,0,0,0,0,270.22,HBEFA3/PC_G_EU4,0,0,veh4,172264378_1,69.86,726.99,!veh4!var#1,24.01,veh_passenger,0,26757.73,28398.72
350,0,0,0,0,0,271.06,HBEFA3/PC_G_EU4,0,0,veh2,256998522#3_0,62.2,43.92,!veh2!var#1,13.36,veh_passenger,0,19757.91,25621
350,0,0,0,0,0,270.24,HBEFA3/PC_G_EU4,0,0,veh4,172264378_1,70.57,750.87,!veh4!var#1,23.88,veh_passenger,0,26733.85,28398.82
351,45.52,4890.15,0.32,1.9,0.08,272.03,HBEFA3/PC_G_EU4,0,2.1,veh2,256998522#3_0,66.53,57.97,!veh2!var#1,14.05,veh_passenger,0,19743.86,25621.44
351,11.45,4104.73,0.15,1.3,0.06,269.92,HBEFA3/PC_G_EU4,0,1.76,veh4,172264378_1,70.81,774.77,!veh4!var#1,23.89,veh_passenger,0,26709.95,28398.87
352,0,0,0,0,0,272.03,HBEFA3/PC_G_EU4,0,0,veh2,256998522#3_0,63.58,71.64,!veh2!var#1,13.67,veh_passenger,0,19730.21,25621.93
352,9.97,4032.64,0.14,1.26,0.06,269.92,HBEFA3/PC_G_EU4,0,1.73,veh4,172264378_1,70.79,798.66,!veh4!var#1,23.9,veh_passenger,0,26686.06,28398.84
353,58.34,5643.41,0.4,2.25,0.1,272.03,HBEFA3/PC_G_EU4,0,2.43,veh2,256998522#3_0,67.32,86.16,!veh2!var#1,14.52,veh_passenger,0,19715.69,25622.44
353,145.17,10473.83,0.92,4.28,0.23,269.92,HBEFA3/PC_G_EU4,0,4.5,veh4,172264378_1,73.33,823.52,!veh4!var#1,24.86,veh_passenger,0,26661.2,28398.8
354,0,0,0,0,0,271.75,HBEFA3/PC_G_EU4,0,0,veh2,:37976927_1_0,62.58,5.9,!veh2!var#1,13.56,veh_passenger,0,19702.13,25622.89
354,0,0,0,0,0,269.92,HBEFA3/PC_G_EU4,0,0,veh4,172264378_1,70.28,847.83,!veh4!var#1,24.31,veh_passenger,0,26636.89,28398.77
355,60.77,5742.58,0.41,2.3,0.1,271.53,HBEFA3/PC_G_EU4,0,2.47,veh2,256998522#4_0,67.38,5.95,!veh2!var#1,14.45,veh_passenger,0,19687.68,25623.31
355,0,0,0,0,0,269.92,HBEFA3/PC_G_EU4,0,0,veh4,172264378_1,70.94,872.11,!veh4!var#1,24.28,veh_passenger,0,26612.61,28398.74
356,0,0,0,0,0,271.53,HBEFA3/PC_G_EU4,0,0,veh2,256998522#4_0,63.42,19.83,!veh2!var#1,13.88,veh_passenger,0,19673.81,25623.68
356,43.91,5605.99,0.34,1.99,0.1,269.92,HBEFA3/PC_G_EU4,0,2.41,veh4,172264378_1,71.5,896.62,!veh4!var#1,24.5,veh_passenger,0,26588.1,28398.71
357,0,0,0,0,0,271.53,HBEFA3/PC_G_EU4,0,0,veh2,256998522#4_0,63.39,33.3,!veh2!var#1,13.47,veh_passenger,0,19660.34,25624.04
357,0,0,0,0,0,269.92,HBEFA3/PC_G_EU4,0,0,veh4,172264378_1,70.66,920.9,!veh4!var#1,24.28,veh_passenger,0,26563.82,28398.67
358,0,0,0,0,0,271.53,HBEFA3/PC_G_EU4,0,0,veh2,256998522#4_0,63.55,46.53,!veh2!var#1,13.23,veh_passenger,0,19647.12,25624.39
358,96.46,8105.44,0.64,3.16,0.17,269.92,HBEFA3/PC_G_EU4,0,3.48,veh4,172264378_1,72.45,945.77,!veh4!var#1,24.87,veh_passenger,0,26538.95,28398.64
359,63.64,5799.98,0.43,2.33,0.1,271.53,HBEFA3/PC_G_EU4,0,2.49,veh2,256998522#4_0,67.34,60.69,!veh2!var#1,14.16,veh_passenger,0,19632.96,25624.77
359,0,0,0,0,0,269.92,HBEFA3/PC_G_EU4,0,0,veh4,172264378_1,71.14,970.56,!veh4!var#1,24.79,veh_passenger,0,26514.16,28398.61
360,0,0,0,0,0,271.53,HBEFA3/PC_G_EU4,0,0,veh2,256998522#4_0,64.2,74.66,!veh2!var#1,13.97,veh_passenger,0,19619,25625.14
360,0,0,0,0,0,269.92,HBEFA3/PC_G_EU4,0,0,veh4,172264378_1,70.11,994.73,!veh4!var#1,24.16,veh_passenger,0,26489.99,28398.57
361,10.53,3232.19,0.12,1.12,0.03,271.53,HBEFA3/PC_G_EU4,0,1.39,veh2,256998522#4_0,65.35,88.86,!veh2!var#1,14.2,veh_passenger,0,19604.8,25625.52
361,111.93,8857.18,0.73,3.52,0.19,269.92,HBEFA3/PC_G_EU4,0,3.81,veh4,172264378_1,72.71,1019.6,!veh4!var#1,24.87,veh_passenger,0,26465.12,28398.54
362,0,0,0,0,0,271.53,HBEFA3/PC_G_EU4,0,0,veh2,256998522#4_0,63.73,102.69,!veh2!var#1,13.83,veh_passenger,0,19590.98,25625.88
362,0,0,0,0,0,269.92,HBEFA3/PC_G_EU4,0,0,veh4,172264378_1,70.39,1043.98,!veh4!var#1,24.38,veh_passenger,0,26440.74,28398.51
363,0,0,0,0,0,271.53,HBEFA3/PC_G_EU4,0,0,veh2,256998522#4_0,62.89,115.93,!veh2!var#1,13.24,veh_passenger,0,19577.75,25626.24
363,24,4644.59,0.22,1.54,0.08,269.92,HBEFA3/PC_G_EU4,0,2,veh4,172264378_1,71.22,1068.44,!veh4!var#1,24.46,veh_passenger,0,26416.28,28398.48
364,77.22,6511.98,0.51,2.66,0.12,271.53,HBEFA3/PC_G_EU4,0,2.8,veh2,256998522#4_0,68.02,130.27,!veh2!var#1,14.35,veh_passenger,0,19563.41,25626.62
364,62.89,6484.19,0.45,2.4,0.13,269.16,HBEFA3/PC_G_EU4,0,2.79,veh4,:37952138_1_0,71.89,4.99,!veh4!var#1,24.81,veh_passenger,0,26391.38,28398.38
365,3.17,2956.02,0.08,0.98,0.03,271.31,HBEFA3/PC_G_EU4,0,1.27,veh2,:37976929_1_0,65.33,12.27,!veh2!var#1,14.5,veh_passenger,0,19548.91,25626.96
365,0,0,0,0,0,268.38,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,70.59,21.37,!veh4!var#1,24.46,veh_passenger,0,26366.88,28397.73
366,0,0,0,0,0,271.03,HBEFA3/PC_G_EU4,0,0,veh2,256998522#7_0,62.2,11.24,!veh2!var#1,13.37,veh_passenger,0,19535.54,25627.22
366,0,0,0,0,0,268.38,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,70.42,45.5,!veh4!var#1,24.12,veh_passenger,0,26342.78,28397.04
367,59.46,5621.05,0.4,2.24,0.1,271.09,HBEFA3/PC_G_EU4,0,2.42,veh2,256998522#7_0,67.21,25.48,!veh2!var#1,14.25,veh_passenger,0,19521.3,25627.48
367,81.83,7430.58,0.56,2.85,0.15,270.01,HBEFA3/PC_G_EU4,0,3.19,veh4,172264383_0,72.12,70.13,!veh4!var#1,24.63,veh_passenger,0,26318.16,28396.58
368,0,0,0,0,0,271.09,HBEFA3/PC_G_EU4,0,0,veh2,256998522#7_0,62.74,38.94,!veh2!var#1,13.46,veh_passenger,0,19507.85,25627.74
368,0,0,0,0,0,270.01,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,71.11,94.72,!veh4!var#1,24.6,veh_passenger,0,26293.57,28396.58
369,32.45,4232.33,0.25,1.6,0.06,271.09,HBEFA3/PC_G_EU4,0,1.82,veh2,256998522#7_0,65.97,52.92,!veh2!var#1,13.98,veh_passenger,0,19493.87,25628.01
369,0,0,0,0,0,270.01,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,69.9,118.63,!veh4!var#1,23.91,veh_passenger,0,26269.68,28396.59
370,0.52,2709.29,0.06,0.87,0.02,271.09,HBEFA3/PC_G_EU4,0,1.16,veh2,256998522#7_0,64.92,66.99,!veh2!var#1,14.07,veh_passenger,0,19479.81,25628.27
370,100.4,8342.52,0.66,3.28,0.18,270.01,HBEFA3/PC_G_EU4,0,3.59,veh4,172264383_0,72.41,143.19,!veh4!var#1,24.56,veh_passenger,0,26245.13,28396.59
371,0,0,0,0,0,271.09,HBEFA3/PC_G_EU4,0,0,veh2,256998522#7_0,57.53,77.29,!veh2!var#1,10.3,veh_passenger,0,19469.5,25628.47
371,86.57,7595.77,0.58,2.92,0.16,270.01,HBEFA3/PC_G_EU4,0,3.27,veh4,172264383_0,72.35,168.25,!veh4!var#1,25.06,veh_passenger,0,26220.07,28396.59
372,0,0,0,0,0,271.09,HBEFA3/PC_G_EU4,0,0,veh2,256998522#7_0,51.88,83.8,!veh2!var#1,6.5,veh_passenger,0,19463,25628.59
372,31.1,4888,0.26,1.64,0.09,270.01,HBEFA3/PC_G_EU4,0,2.1,veh4,172264383_0,71.6,193.39,!veh4!var#1,25.15,veh_passenger,0,26194.93,28396.6
373,117.01,6046.04,0.68,2.59,0.12,271.42,HBEFA3/PC_G_EU4,0,2.6,veh2,:37976930_5_0,67.56,5.83,!veh2!var#1,8.33,veh_passenger,0,19454.68,25628.78
373,0,0,0,0,0,270.01,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,69.79,217.56,!veh4!var#1,24.16,veh_passenger,0,26170.78,28396.6
374,127.67,7526.78,0.76,3.24,0.15,271.54,HBEFA3/PC_G_EU4,0,3.24,veh2,256998522#10_0,69.3,1.63,!veh2!var#1,10.33,veh_passenger,0,19444.36,25629.05
374,29.18,4918.5,0.25,1.67,0.09,270.01,HBEFA3/PC_G_EU4,0,2.11,veh4,172264383_0,71.21,241.85,!veh4!var#1,24.29,veh_passenger,0,26146.5,28396.6
375,106.1,7124.56,0.65,3.01,0.14,271.74,HBEFA3/PC_G_EU4,0,3.06,veh2,256998522#10_0,68.43,13.55,!veh2!var#1,11.92,veh_passenger,0,19432.44,25629.41
375,85.59,7587.19,0.58,2.92,0.16,270.01,HBEFA3/PC_G_EU4,0,3.26,veh4,172264383_0,72.25,266.66,!veh4!var#1,24.81,veh_passenger,0,26121.7,28396.61
376,185.58,11796.12,1.13,5.15,0.26,271.74,HBEFA3/PC_G_EU4,0,5.07,veh2,256998522#10_0,73.35,27.98,!veh2!var#1,14.42,veh_passenger,0,19418.03,25629.85
376,0,0,0,0,0,270.01,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,70.53,291.08,!veh4!var#1,24.43,veh_passenger,0,26097.28,28396.61
377,0,0,0,0,0,271.75,HBEFA3/PC_G_EU4,0,0,veh2,256998522#10_0,62.85,41.6,!veh2!var#1,13.62,veh_passenger,0,19404.41,25630.27
377,0,0,0,0,0,270.01,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,70.57,315.26,!veh4!var#1,24.18,veh_passenger,0,26073.11,28396.61
378,42.28,4794.33,0.31,1.85,0.08,271.74,HBEFA3/PC_G_EU4,0,2.06,veh2,256998522#10_0,66.54,55.87,!veh2!var#1,14.27,veh_passenger,0,19390.15,25630.7
378,26.86,4806.09,0.24,1.62,0.08,270.01,HBEFA3/PC_G_EU4,0,2.07,veh4,172264383_0,71.18,339.55,!veh4!var#1,24.29,veh_passenger,0,26048.82,28396.61
379,0,0,0,0,0,271.59,HBEFA3/PC_G_EU4,0,0,veh2,256998522#10_0,62.35,69.18,!veh2!var#1,13.3,veh_passenger,0,19376.85,25631.07
379,0,0,0,0,0,270.01,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,70.47,363.59,!veh4!var#1,24.03,veh_passenger,0,26024.8,28396.62
380,43.24,4753.26,0.31,1.84,0.07,271.59,HBEFA3/PC_G_EU4,0,2.04,veh2,256998522#10_0,66.38,83.14,!veh2!var#1,13.97,veh_passenger,0,19362.89,25631.46
380,42.08,5548.87,0.33,1.97,0.1,270.01,HBEFA3/PC_G_EU4,0,2.39,veh4,172264383_0,71.38,387.85,!veh4!var#1,24.26,veh_passenger,0,26000.55,28396.62
381,0,0,0,0,0,270.84,HBEFA3/PC_G_EU4,0,0,veh2,256998522#10_0,62.86,96.47,!veh2!var#1,13.32,veh_passenger,0,19349.57,25631.76
381,35.06,5186.76,0.29,1.8,0.09,270.01,HBEFA3/PC_G_EU4,0,2.23,veh4,172264383_0,71.35,412.27,!veh4!var#1,24.43,veh_passenger,0,25976.13,28396.62
382,58.92,5580.28,0.4,2.23,0.1,270.83,HBEFA3/PC_G_EU4,0,2.4,veh2,256998522#10_0,67.16,110.66,!veh2!var#1,14.19,veh_passenger,0,19335.37,25631.97
382,86.48,7610.41,0.58,2.93,0.16,270.01,HBEFA3/PC_G_EU4,0,3.27,veh4,172264383_0,72.3,437.21,!veh4!var#1,24.94,veh_passenger,0,25951.2,28396.63
383,11.87,3367.13,0.13,1.18,0.04,269.39,HBEFA3/PC_G_EU4,0,1.45,veh2,256998522#10_0,65.58,125.11,!veh2!var#1,14.45,veh_passenger,0,19320.92,25632.05
383,0,0,0,0,0,270.01,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,70.01,461.4,!veh4!var#1,24.19,veh_passenger,0,25927.02,28396.63
384,0,0,0,0,0,268.99,HBEFA3/PC_G_EU4,0,0,veh2,256998522#10_0,62.26,138.49,!veh2!var#1,13.37,veh_passenger,0,19307.55,25631.82
384,86.17,7628.1,0.58,2.94,0.16,270.01,HBEFA3/PC_G_EU4,0,3.28,veh4,172264383_0,72.23,486.12,!veh4!var#1,24.72,veh_passenger,0,25902.3,28396.63
385,76.74,6522.3,0.51,2.66,0.12,260.58,HBEFA3/PC_G_EU4,0,2.8,veh2,:37976938_1_0,68.06,3.93,!veh2!var#1,14.47,veh_passenger,0,19293.24,25629.75
385,0,0,0,0,0,270.01,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,70.25,510.33,!veh4!var#1,24.2,veh_passenger,0,25878.11,28396.64
386,0,0,0,0,0,249.99,HBEFA3/PC_G_EU4,0,0,veh2,737329027#2_0,63.19,4.35,!veh2!var#1,13.8,veh_passenger,0,19280.09,25625.65
386,58.1,6291.15,0.42,2.32,0.12,270.01,HBEFA3/PC_G_EU4,0,2.7,veh4,172264383_0,71.72,534.86,!veh4!var#1,24.53,veh_passenger,0,25853.58,28396.64
387,1.31,2695.97,0.07,0.87,0.02,242.95,HBEFA3/PC_G_EU4,0,1.16,veh2,737329027#2_0,64.81,18.24,!veh2!var#1,13.89,veh_passenger,0,19267.71,25619.34
387,0,0,0,0,0,270.01,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,69.96,558.77,!veh4!var#1,23.9,veh_passenger,0,25829.68,28396.64
388,0,0,0,0,0,231.95,HBEFA3/PC_G_EU4,0,0,veh2,:37976942_0_0,64.54,0.69,!veh2!var#1,13.88,veh_passenger,0,19256.69,25610.91
388,115.41,9057.31,0.75,3.62,0.19,270.01,HBEFA3/PC_G_EU4,0,3.89,veh4,172264383_0,72.71,583.43,!veh4!var#1,24.66,veh_passenger,0,25805.03,28396.65
389,36.38,4559.47,0.27,1.74,0.07,233.01,HBEFA3/PC_G_EU4,0,1.96,veh2,737329027#5_0,66.44,0.8,!veh2!var#1,14.46,veh_passenger,0,19245.16,25602.19
389,0,0,0,0,0,270.01,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,70.09,607.49,!veh4!var#1,24.07,veh_passenger,0,25780.97,28396.65
390,0,0,0,0,0,246.08,HBEFA3/PC_G_EU4,0,0,veh2,737329027#5_0,63.02,14.52,!veh2!var#1,13.72,veh_passenger,0,19233.2,25595.59
390,45.08,5687.59,0.35,2.04,0.11,270.01,HBEFA3/PC_G_EU4,0,2.44,veh4,172264383_0,71.44,631.81,!veh4!var#1,24.32,veh_passenger,0,25756.67,28396.65
391,27.26,4036.01,0.22,1.5,0.06,257.8,HBEFA3/PC_G_EU4,0,1.73,veh2,737329027#5_0,65.91,28.69,!veh2!var#1,14.17,veh_passenger,0,19219.65,25591.56
391,0,0,0,0,0,270.01,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,70.77,656.01,!veh4!var#1,24.2,veh_passenger,0,25732.47,28396.65
392,0,0,0,0,0,267.3,HBEFA3/PC_G_EU4,0,0,veh2,737329027#5_0,62.44,41.97,!veh2!var#1,13.28,veh_passenger,0,19206.46,25590.36
392,30.13,4959.25,0.26,1.69,0.09,270.01,HBEFA3/PC_G_EU4,0,2.13,veh4,172264383_0,71.24,680.34,!veh4!var#1,24.33,veh_passenger,0,25708.15,28396.66
393,4.32,2689.11,0.08,0.88,0.02,271.85,HBEFA3/PC_G_EU4,0,1.16,veh2,737329027#5_0,64.49,55.36,!veh2!var#1,13.39,veh_passenger,0,19193.08,25590.44
393,34.58,5154.98,0.29,1.78,0.09,270.01,HBEFA3/PC_G_EU4,0,2.22,veh4,172264383_0,71.37,704.83,!veh4!var#1,24.49,veh_passenger,0,25683.67,28396.66
394,76.16,6497.11,0.5,2.65,0.12,271.85,HBEFA3/PC_G_EU4,0,2.79,veh2,737329027#5_0,68.04,69.84,!veh2!var#1,14.48,veh_passenger,0,19178.61,25590.9
394,100.58,8271,0.66,3.24,0.17,270.01,HBEFA3/PC_G_EU4,0,3.56,veh4,172264383_0,72.59,729.93,!veh4!var#1,25.09,veh_passenger,0,25658.58,28396.66
395,0,2429,0.02,0.73,0.01,271.85,HBEFA3/PC_G_EU4,0,1.04,veh2,737329027#5_0,65.01,84.33,!veh2!var#1,14.49,veh_passenger,0,19164.13,25591.37
395,0,0,0,0,0,270.01,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,70.2,754.34,!veh4!var#1,24.41,veh_passenger,0,25634.18,28396.67
396,0,0,0,0,0,271.85,HBEFA3/PC_G_EU4,0,0,veh2,737329027#5_0,62.92,98.02,!veh2!var#1,13.7,veh_passenger,0,19150.44,25591.81
396,60.48,6376.22,0.43,2.35,0.12,270.01,HBEFA3/PC_G_EU4,0,2.74,veh4,172264383_0,71.84,779.09,!veh4!var#1,24.75,veh_passenger,0,25609.44,28396.67
397,17.42,3513.22,0.16,1.25,0.04,271.85,HBEFA3/PC_G_EU4,0,1.51,veh2,737329027#5_0,65.44,112.03,!veh2!var#1,14.01,veh_passenger,0,19136.43,25592.26
397,0,0,0,0,0,270.01,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,70.84,803.64,!veh4!var#1,24.55,veh_passenger,0,25584.89,28396.67
398,0,0,0,0,0,271.85,HBEFA3/PC_G_EU4,0,0,veh2,737329027#5_0,64.61,126.03,!veh2!var#1,14,veh_passenger,0,19122.44,25592.71
398,0,0,0,0,0,270.01,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,70.42,827.82,!veh4!var#1,24.18,veh_passenger,0,25560.72,28396.68
399,17.81,3622.29,0.16,1.3,0.04,271.85,HBEFA3/PC_G_EU4,0,1.56,veh2,737329027#5_0,65.69,140.37,!veh2!var#1,14.33,veh_passenger,0,19108.12,25593.18
399,114.77,8989.02,0.75,3.58,0.19,270.01,HBEFA3/PC_G_EU4,0,3.86,veh4,172264383_0,72.77,852.73,!veh4!var#1,24.91,veh_passenger,0,25535.82,28396.68
400,0.81,2828.88,0.07,0.92,0.02,271.85,HBEFA3/PC_G_EU4,0,1.22,veh2,737329027#5_0,65.23,154.81,!veh2!var#1,14.45,veh_passenger,0,19093.68,25593.64
400,0,0,0,0,0,275.26,HBEFA3/PC_G_EU4,0,0,veh4,172264383_0,70.33,877.11,!veh4!var#1,24.38,veh_passenger,0,25511.51,28398
401,0,2515.47,0.03,0.77,0.02,271.85,HBEFA3/PC_G_EU4,0,1.08,veh2,737329027#5_0,65.05,169.3,!veh2!var#1,14.48,veh_passenger,0,19079.2,25594.11
401,0,0,0,0,0,270.06,HBEFA3/PC_G_EU4,0,0,veh4,645707419_1,70.96,16.51,!veh4!var#1,24.34,veh_passenger,0,25487.03,28398.41
402,0,0,0,0,0,271.85,HBEFA3/PC_G_EU4,0,0,veh2,737329027#5_0,62.82,182.94,!veh2!var#1,13.65,veh_passenger,0,19065.56,25594.55
402,0,0,0,0,0,270.06,HBEFA3/PC_G_EU4,0,0,veh4,645707419_1,70.17,40.41,!veh4!var#1,23.9,veh_passenger,0,25463.13,28398.43
403,16.44,3447.68,0.15,1.23,0.04,271.85,HBEFA3/PC_G_EU4,0,1.48,veh2,737329027#5_0,65.36,196.9,!veh2!var#1,13.95,veh_passenger,0,19051.62,25595
403,174.73,11878.45,1.09,4.94,0.27,270.06,HBEFA3/PC_G_EU4,0,5.11,veh4,645707419_1,73.98,65.47,!veh4!var#1,25.06,veh_passenger,0,25438.07,28398.46
404,0,0,0,0,0,271.85,HBEFA3/PC_G_EU4,0,0,veh2,737329027#5_0,63.2,210.34,!veh2!var#1,13.45,veh_passenger,0,19038.18,25595.43
404,0,0,0,0,0,270.06,HBEFA3/PC_G_EU4,0,0,veh4,645707419_1,70.51,90.05,!veh4!var#1,24.58,veh_passenger,0,25413.49,28398.48
405,67.09,6040.27,0.45,2.44,0.11,271.85,HBEFA3/PC_G_EU4,0,2.6,veh2,737329027#5_0,67.62,224.76,!veh2!var#1,14.42,veh_passenger,0,19023.76,25595.89
405,0,0,0,0,0,270.06,HBEFA3/PC_G_EU4,0,0,veh4,645707419_1,70.1,114.07,!veh4!var#1,24.02,veh_passenger,0,25389.47,28398.5
406,0,0,0,0,0,271.85,HBEFA3/PC_G_EU4,0,0,veh2,737329027#5_0,63.78,238.76,!veh2!var#1,14,veh_passenger,0,19009.77,25596.35
406,29.33,4942.73,0.26,1.69,0.09,270.06,HBEFA3/PC_G_EU4,0,2.12,veh4,645707419_1,71.16,138.23,!veh4!var#1,24.16,veh_passenger,0,25365.31,28398.53
407,0,0,0,0,0,271.85,HBEFA3/PC_G_EU4,0,0,veh2,737329027#5_0,62.65,252.03,!veh2!var#1,13.26,veh_passenger,0,18996.51,25596.77
407,0,0,0,0,0,270.06,HBEFA3/PC_G_EU4,0,0,veh4,645707419_1,70.32,162.08,!veh4!var#1,23.86,veh_passenger,0,25341.46,28398.55
