timestep_time,vehicle_CO,vehicle_CO2,vehicle_HC,vehicle_NOx,vehicle_PMx,vehicle_angle,vehicle_eclass,vehicle_electricity,vehicle_fuel,vehicle_id,vehicle_lane,vehicle_noise,vehicle_pos,vehicle_route,vehicle_speed,vehicle_type,vehicle_waiting,vehicle_x,vehicle_y
90,11.82,3210.96,0.13,1.11,0.03,271.51,HBEFA3/PC_G_EU4,0,1.38,veh2,:37972865_5_0,65.17,2.2,!veh2!var#1,13.91,veh_passenger,0,22987.68,25539.89
90,113.03,5898.81,0.65,2.52,0.12,102.02,HBEFA3/PC_G_EU4,0,2.54,veh3,180878435#8_0,67.24,12.07,!veh3!var#1,8.41,veh_passenger,0,26127.13,26079.57
90,29.16,5093.46,0.26,1.85,0.08,0.02,HBEFA3/PC_G_EU4,0,2.19,veh4,-5338913#1_0,69.3,100.97,!veh4!var#1,20.06,veh_passenger,0,27949.76,25788.32
91,15.73,4465.42,0.18,1.53,0.07,0.08,HBEFA3/PC_G_EU4,0,1.92,veh0,-744985588#0_0,69.59,54.8,!veh0!var#1,21.15,veh_passenger,0,17830.5,25318.09
91,0,0,0,0,0,270.01,HBEFA3/PC_G_EU4,0,0,veh1,-143324752#4_0,61.52,1.01,!veh1!var#1,12.12,veh_passenger,0,28506.7,24271.73
91,0,0,0,0,0,271.38,HBEFA3/PC_G_EU4,0,0,veh2,734643299#13_0,61.68,0.48,!veh2!var#1,12.77,veh_passenger,0,22974.92,25540.2
91,148.37,8715.99,0.89,3.79,0.18,102.02,HBEFA3/PC_G_EU4,0,3.75,veh3,180878435#8_0,70.92,22.83,!veh3!var#1,10.76,veh_passenger,0,26137.66,26077.32
91,0,0,0,0,0,0.02,HBEFA3/PC_G_EU4,0,0,veh4,-5338913#1_0,67.82,120.68,!veh4!var#1,19.71,veh_passenger,0,27949.77,25808.03
92,0,0,0,0,0,0.12,HBEFA3/PC_G_EU4,0,0,veh0,:38118742_7_0,67.4,6.71,!veh0!var#1,20.18,veh_passenger,0,17830.53,25338.27
92,27.87,3542.49,0.21,1.31,0.04,270.04,HBEFA3/PC_G_EU4,0,1.52,veh1,-143324752#4_0,64.69,13.53,!veh1!var#1,12.52,veh_passenger,0,28494.18,24271.74
92,34.09,4105.23,0.25,1.55,0.06,271.19,HBEFA3/PC_G_EU4,0,1.76,veh2,734643299#14_0,65.56,11.72,!veh2!var#1,13.3,veh_passenger,0,22961.62,25540.48
92,86.99,6244.15,0.54,2.59,0.12,102.02,HBEFA3/PC_G_EU4,0,2.68,veh3,180878435#8_0,67.37,34.88,!veh3!var#1,12.05,veh_passenger,0,26149.44,26074.81
92,38.38,5545.24,0.31,2.07,0.09,0.02,HBEFA3/PC_G_EU4,0,2.38,veh4,-5338913#1_0,69.54,140.84,!veh4!var#1,20.16,veh_passenger,0,27949.78,25828.19
93,3.99,3880.12,0.11,1.28,0.05,0.13,HBEFA3/PC_G_EU4,0,1.67,veh0,-747206985#5_0,68.96,12.61,!veh0!var#1,20.3,veh_passenger,0,17830.58,25358.57
93,16.38,3069.78,0.14,1.08,0.03,271.83,HBEFA3/PC_G_EU4,0,1.32,veh1,-143324752#4_0,64.42,26.29,!veh1!var#1,12.77,veh_passenger,0,28481.42,24271.92
93,0,0,0,0,0,271.19,HBEFA3/PC_G_EU4,0,0,veh2,734643299#14_0,62.63,24.49,!veh2!var#1,12.77,veh_passenger,0,22948.86,25540.75
93,0,0,0,0,0,102.02,HBEFA3/PC_G_EU4,0,0,veh3,180878435#8_0,61.04,46.19,!veh3!var#1,11.31,veh_passenger,0,26160.51,26072.46
93,0,0,0,0,0,0.02,HBEFA3/PC_G_EU4,0,0,veh4,-5338913#1_0,67.64,160.52,!veh4!var#1,19.69,veh_passenger,0,27949.79,25847.88
94,110.68,9076.82,0.73,3.7,0.19,0.13,HBEFA3/PC_G_EU4,0,3.9,veh0,-747206985#5_0,71.63,33.92,!veh0!var#1,21.32,veh_passenger,0,17830.63,25379.88
94,15.57,3114.09,0.14,1.09,0.03,273.17,HBEFA3/PC_G_EU4,0,1.34,veh1,-143324752#4_0,64.59,39.31,!veh1!var#1,13.02,veh_passenger,0,28468.42,24272.63
94,46.24,4749.44,0.32,1.85,0.08,271.19,HBEFA3/PC_G_EU4,0,2.04,veh2,734643299#14_0,66.18,37.96,!veh2!var#1,13.47,veh_passenger,0,22935.39,25541.03
94,0,0,0,0,0,102.02,HBEFA3/PC_G_EU4,0,0,veh3,180878435#8_0,62.11,57.32,!veh3!var#1,11.13,veh_passenger,0,26171.4,26070.14
94,0,0,0,0,0,0.39,HBEFA3/PC_G_EU4,0,0,veh4,-5338913#1_0,67.1,179.62,!veh4!var#1,19.1,veh_passenger,0,27949.86,25866.97
95,0,0,0,0,0,0.13,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#5_0,67.96,54.55,!veh0!var#1,20.62,veh_passenger,0,17830.68,25400.51
95,0,0,0,0,0,273.15,HBEFA3/PC_G_EU4,0,0,veh1,-143324752#3_0,63.2,10.38,!veh1!var#1,12.77,veh_passenger,0,28455.67,24273.33
95,0,0,0,0,0,271.19,HBEFA3/PC_G_EU4,0,0,veh2,734643299#14_0,62.37,50.75,!veh2!var#1,12.79,veh_passenger,0,22922.6,25541.3
95,55.1,4647.35,0.36,1.84,0.07,102.02,HBEFA3/PC_G_EU4,0,2,veh3,180878435#8_0,65.54,69.24,!veh3!var#1,11.92,veh_passenger,0,26183.06,26067.66
95,0,0,0,0,0,0.39,HBEFA3/PC_G_EU4,0,0,veh4,-5338913#1_0,62.11,194.29,!veh4!var#1,14.67,veh_passenger,0,27949.96,25881.64
96,69.4,7071.69,0.49,2.76,0.14,0.13,HBEFA3/PC_G_EU4,0,3.04,veh0,-747206985#5_0,70.67,75.83,!veh0!var#1,21.28,veh_passenger,0,17830.73,25421.79
96,0,0,0,0,0,277.24,HBEFA3/PC_G_EU4,0,0,veh1,-143324752#3_0,62.57,22.75,!veh1!var#1,12.37,veh_passenger,0,28443.4,24274.84
96,66.58,5828.01,0.44,2.35,0.1,271.19,HBEFA3/PC_G_EU4,0,2.51,veh2,734643299#14_0,67.25,64.52,!veh2!var#1,13.77,veh_passenger,0,22908.84,25541.58
96,0,0,0,0,0,102.02,HBEFA3/PC_G_EU4,0,0,veh3,180878435#8_0,61.98,80.79,!veh3!var#1,11.55,veh_passenger,0,26194.35,26065.25
96,0,0,0,0,0,0.39,HBEFA3/PC_G_EU4,0,0,veh4,-5338913#1_0,57.26,204.45,!veh4!var#1,10.17,veh_passenger,0,27950.03,25891.8
97,0,0,0,0,0,0.13,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#5_0,69.22,97.07,!veh0!var#1,21.24,veh_passenger,0,17830.77,25443.03
97,1.92,2230.02,0.06,0.69,0.01,278.02,HBEFA3/PC_G_EU4,0,0.96,veh1,-143324752#3_0,63.5,35.12,!veh1!var#1,12.37,veh_passenger,0,28431.13,24276.46
97,0,0,0,0,0,271.19,HBEFA3/PC_G_EU4,0,0,veh2,734643299#14_0,63.78,78.04,!veh2!var#1,13.53,veh_passenger,0,22895.32,25541.87
97,0,0,0,0,0,102.02,HBEFA3/PC_G_EU4,0,0,veh3,180878435#8_0,62.56,92.23,!veh3!var#1,11.45,veh_passenger,0,26205.55,26062.87
97,0,0,0,0,0,0.39,HBEFA3/PC_G_EU4,0,0,veh4,-5338913#1_0,50.03,210.12,!veh4!var#1,5.67,veh_passenger,0,27950.07,25897.47
98,0,0,0,0,0,0.13,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#5_0,69.2,118.28,!veh0!var#1,21.2,veh_passenger,0,17830.82,25464.24
98,5.05,2401.68,0.08,0.77,0.02,279.63,HBEFA3/PC_G_EU4,0,1.03,veh1,-143324752#3_0,63.67,47.55,!veh1!var#1,12.43,veh_passenger,0,28418.88,24278.54
98,0,0,0,0,0,271.19,HBEFA3/PC_G_EU4,0,0,veh2,734643299#14_0,64.1,91.5,!veh2!var#1,13.46,veh_passenger,0,22881.86,25542.15
98,0,0,0,0,0,102.02,HBEFA3/PC_G_EU4,0,0,veh3,180878435#8_0,62.75,103.66,!veh3!var#1,11.43,veh_passenger,0,26216.72,26060.49
98,96.65,4255.13,0.54,1.79,0.08,354.64,HBEFA3/PC_G_EU4,0,1.83,veh4,:cluster_37994609_37994613_10_0,64.25,3.57,!veh4!var#1,6.87,veh_passenger,0,27949.61,25904.31
99,0,0,0,0,0,0.14,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#5_0,67.24,138.37,!veh0!var#1,20.1,veh_passenger,0,17830.87,25484.33
99,0,0,0,0,0,279.64,HBEFA3/PC_G_EU4,0,0,veh1,-143324752#1_0,63.51,4.07,!veh1!var#1,12.42,veh_passenger,0,28406.74,24280.6
99,0,0,0,0,0,271.19,HBEFA3/PC_G_EU4,0,0,veh2,734643299#14_0,63.81,104.81,!veh2!var#1,13.31,veh_passenger,0,22868.56,25542.42
99,46.15,4273.13,0.31,1.66,0.06,102.02,HBEFA3/PC_G_EU4,0,1.84,veh3,180878435#8_0,65.2,115.74,!veh3!var#1,12.08,veh_passenger,0,26228.54,26057.97
99,69.49,3281.8,0.39,1.31,0.05,304.64,HBEFA3/PC_G_EU4,0,1.41,veh4,:cluster_37994609_37994613_10_0,62.21,11.05,!veh4!var#1,7.48,veh_passenger,0,27944.49,25909.23
100,50.12,6129.89,0.38,2.33,0.11,0.14,HBEFA3/PC_G_EU4,0,2.63,veh0,-747206985#5_0,70,159,!veh0!var#1,20.62,veh_passenger,0,17830.92,25504.96
100,29.56,3743.38,0.22,1.39,0.05,277.9,HBEFA3/PC_G_EU4,0,1.61,veh1,-143324752#1_0,65.04,16.94,!veh1!var#1,12.87,veh_passenger,0,28394.03,24282.61
100,35.48,4346.67,0.26,1.65,0.06,271.19,HBEFA3/PC_G_EU4,0,1.87,veh2,734643299#14_0,66.01,118.67,!veh2!var#1,13.86,veh_passenger,0,22854.7,25542.71
100,0,0,0,0,0,101.97,HBEFA3/PC_G_EU4,0,0,veh3,:2023743957_13_0,62.85,0.86,!veh3!var#1,11.95,veh_passenger,0,26240.23,26055.48
100,0,0,0,0,0,274.3,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#16_0,58.74,4.21,!veh4!var#1,7.18,veh_passenger,0,27937.38,25910.03
101,44.99,5886.51,0.35,2.2,0.1,0.14,HBEFA3/PC_G_EU4,0,2.53,veh0,-747206985#5_0,70.09,180.08,!veh0!var#1,21.08,veh_passenger,0,17830.97,25526.04
101,0,0,0,0,0,275.96,HBEFA3/PC_G_EU4,0,0,veh1,-143324752#1_0,63.73,29.76,!veh1!var#1,12.83,veh_passenger,0,28381.28,24283.94
101,0,0,0,0,0,271.19,HBEFA3/PC_G_EU4,0,0,veh2,734643299#14_0,61.95,131.54,!veh2!var#1,12.87,veh_passenger,0,22841.83,25542.98
101,0,0,0,0,0,101.87,HBEFA3/PC_G_EU4,0,0,veh3,:2023743957_13_0,62.75,12.68,!veh3!var#1,11.82,veh_passenger,0,26251.79,26053.05
101,120.82,6616.47,0.71,2.84,0.13,272.82,HBEFA3/PC_G_EU4,0,2.84,veh4,-733279820#16_0,68.28,13.3,!veh4!var#1,9.09,veh_passenger,0,27928.3,25910.49
102,0,0,0,0,0,0.14,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#5_0,68.65,200.91,!veh0!var#1,20.83,veh_passenger,0,17831.02,25546.87
102,0,0,0,0,0,275.89,HBEFA3/PC_G_EU4,0,0,veh1,-143324752#0_0,55.02,0.97,!veh1!var#1,8.52,veh_passenger,0,28372.8,24284.82
102,31.97,4023.97,0.24,1.51,0.06,271.14,HBEFA3/PC_G_EU4,0,1.73,veh2,:37976844_5_0,65.52,1.71,!veh2!var#1,13.37,veh_passenger,0,22828.56,25543.25
102,0,0,0,0,0,101.79,HBEFA3/PC_G_EU4,0,0,veh3,180878435#11_0,60.81,9.26,!veh3!var#1,11.07,veh_passenger,0,26262.63,26050.79
102,117.84,7292.32,0.71,3.12,0.15,271.27,HBEFA3/PC_G_EU4,0,3.13,veh4,-733279820#16_0,68.79,24.2,!veh4!var#1,10.9,veh_passenger,0,27917.4,25910.73
103,0,0,0,0,0,0.14,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#5_0,68.57,221.53,!veh0!var#1,20.62,veh_passenger,0,17831.07,25567.49
103,0,0,0,0,0,275.7,HBEFA3/PC_G_EU4,0,0,veh1,-143324752#0_0,47.12,5.28,!veh1!var#1,4.31,veh_passenger,0,28368.52,24285.24
103,14.33,3248.94,0.14,1.14,0.04,271.09,HBEFA3/PC_G_EU4,0,1.4,veh2,734643299#16_0,65.04,0.88,!veh2!var#1,13.63,veh_passenger,0,22814.93,25543.52
103,0,0,0,0,0,101.79,HBEFA3/PC_G_EU4,0,0,veh3,180878435#11_0,62.38,20.28,!veh3!var#1,11.02,veh_passenger,0,26273.42,26048.54
103,164.67,10435.31,1,4.54,0.22,271.27,HBEFA3/PC_G_EU4,0,4.49,veh4,-733279820#16_0,72.19,37.46,!veh4!var#1,13.26,veh_passenger,0,27904.14,25911.03
104,0,0,0,0,0,0.25,HBEFA3/PC_G_EU4,0,0,veh0,:37972834_7_0,68.67,4.93,!veh0!var#1,20.51,veh_passenger,0,17831.13,25588
104,134.19,5873.96,0.75,2.56,0.12,274.99,HBEFA3/PC_G_EU4,0,2.52,veh1,:38082471_1_0,68.36,4.35,!veh1!var#1,6.52,veh_passenger,0,28362.03,24285.83
104,0,0,0,0,0,270.96,HBEFA3/PC_G_EU4,0,0,veh2,734643299#17_0,62.71,12.66,!veh2!var#1,13.03,veh_passenger,0,22802,25543.73
104,49.28,4285.72,0.32,1.68,0.07,101.79,HBEFA3/PC_G_EU4,0,1.84,veh3,180878435#11_0,65.07,31.99,!veh3!var#1,11.71,veh_passenger,0,26284.88,26046.15
104,167.81,11185.7,1.04,4.84,0.24,271.27,HBEFA3/PC_G_EU4,0,4.81,veh4,-733279820#16_0,72.48,52.88,!veh4!var#1,15.42,veh_passenger,0,27888.72,25911.37
105,0,0,0,0,0,0.11,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#4_0,68,9.02,!veh0!var#1,20.11,veh_passenger,0,17831.21,25608.11
105,142.26,7554.5,0.83,3.29,0.16,271.73,HBEFA3/PC_G_EU4,0,3.25,veh1,:38082471_1_0,70.08,13.23,!veh1!var#1,8.88,veh_passenger,0,28353.15,24286.21
105,38.23,4407.16,0.28,1.69,0.07,270.96,HBEFA3/PC_G_EU4,0,1.89,veh2,734643299#17_0,65.95,26.29,!veh2!var#1,13.62,veh_passenger,0,22788.38,25543.96
105,24.39,3196.44,0.18,1.16,0.04,101.79,HBEFA3/PC_G_EU4,0,1.37,veh3,180878435#11_0,64.12,44.02,!veh3!var#1,12.03,veh_passenger,0,26296.66,26043.69
105,159.16,11128.78,1,4.77,0.24,271.27,HBEFA3/PC_G_EU4,0,4.78,veh4,-733279820#16_0,72.29,70.17,!veh4!var#1,17.29,veh_passenger,0,27871.44,25911.75
106,74.94,7339.28,0.52,2.9,0.14,0.08,HBEFA3/PC_G_EU4,0,3.15,veh0,-747206985#4_0,70.63,29.87,!veh0!var#1,20.85,veh_passenger,0,17831.25,25628.96
106,91.73,5738.93,0.55,2.4,0.11,270.25,HBEFA3/PC_G_EU4,0,2.47,veh1,-737358446#13_0,66.64,8.62,!veh1!var#1,10.24,veh_passenger,0,28342.92,24286.28
106,0,0,0,0,0,270.96,HBEFA3/PC_G_EU4,0,0,veh2,734643299#17_0,63.24,39.51,!veh2!var#1,13.23,veh_passenger,0,22775.15,25544.18
106,14.16,2763.45,0.13,0.95,0.03,101.79,HBEFA3/PC_G_EU4,0,1.19,veh3,180878435#11_0,63.83,56.22,!veh3!var#1,12.2,veh_passenger,0,26308.6,26041.2
106,228.3,14739.31,1.4,6.42,0.33,271.25,HBEFA3/PC_G_EU4,0,6.34,veh4,-733279820#15_0,75.03,2.99,!veh4!var#1,19.57,veh_passenger,0,27851.87,25912.18
107,0,0,0,0,0,0.08,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#4_0,68.54,50.48,!veh0!var#1,20.61,veh_passenger,0,17831.28,25649.57
107,97.62,6627.68,0.6,2.78,0.13,270.28,HBEFA3/PC_G_EU4,0,2.85,veh1,-737358446#12_0,67.82,11.04,!veh1!var#1,11.7,veh_passenger,0,28331.33,24286.33
107,0,0,0,0,0,270.96,HBEFA3/PC_G_EU4,0,0,veh2,734643299#17_0,63.78,52.63,!veh2!var#1,13.12,veh_passenger,0,22762.03,25544.4
107,0,0,0,0,0,101.79,HBEFA3/PC_G_EU4,0,0,veh3,180878435#11_0,61.43,67.78,!veh3!var#1,11.56,veh_passenger,0,26319.92,26038.83
107,207.44,13775.46,1.28,5.92,0.31,271.26,HBEFA3/PC_G_EU4,0,5.92,veh4,-733279820#15_0,74.35,24.41,!veh4!var#1,21.42,veh_passenger,0,27830.46,25912.65
108,0,0,0,0,0,0.08,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#4_0,68.61,70.95,!veh0!var#1,20.48,veh_passenger,0,17831.3,25670.04
108,151.88,9987.28,0.93,4.31,0.21,270.28,HBEFA3/PC_G_EU4,0,4.29,veh1,-737358446#12_0,71.53,24.86,!veh1!var#1,13.82,veh_passenger,0,28317.5,24286.4
108,5.56,2701.4,0.09,0.89,0.02,270.96,HBEFA3/PC_G_EU4,0,1.16,veh2,734643299#17_0,64.41,65.88,!veh2!var#1,13.24,veh_passenger,0,22748.79,25544.63
108,8.02,2232.29,0.08,0.71,0.01,101.53,HBEFA3/PC_G_EU4,0,0.96,veh3,:2802542818_6_0,62.97,2.75,!veh3!var#1,11.58,veh_passenger,0,26331.26,26036.49
108,327.74,19466.87,1.98,8.55,0.46,271.27,HBEFA3/PC_G_EU4,0,8.37,veh4,-733279820#15_0,77.92,48.31,!veh4!var#1,23.9,veh_passenger,0,27806.56,25913.18
109,24.76,4901.09,0.23,1.75,0.08,0.08,HBEFA3/PC_G_EU4,0,2.11,veh0,-747206985#4_0,69.56,91.72,!veh0!var#1,20.77,veh_passenger,0,17831.33,25690.81
109,148.63,10322.1,0.93,4.43,0.22,270.26,HBEFA3/PC_G_EU4,0,4.44,veh1,-737358446#11_0,71.63,9.24,!veh1!var#1,15.72,veh_passenger,0,28301.88,24286.47
109,0,0,0,0,0,270.96,HBEFA3/PC_G_EU4,0,0,veh2,734643299#17_0,63.64,78.96,!veh2!var#1,13.09,veh_passenger,0,22735.71,25544.84
109,22.51,3041.41,0.17,1.09,0.03,101.31,HBEFA3/PC_G_EU4,0,1.31,veh3,180878435#12_0,63.88,0.03,!veh3!var#1,11.86,veh_passenger,0,26342.89,26034.16
109,275.11,16641.08,1.67,7.17,0.39,271.25,HBEFA3/PC_G_EU4,0,7.15,veh4,-733279820#15_0,76.37,74.02,!veh4!var#1,25.72,veh_passenger,0,27780.85,25913.74
110,0,0,0,0,0,0.07,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#4_0,68.25,112.14,!veh0!var#1,20.42,veh_passenger,0,17831.36,25711.23
110,240.06,15196.71,1.47,6.66,0.35,270.26,HBEFA3/PC_G_EU4,0,6.53,veh1,-737358446#11_0,75.57,27.55,!veh1!var#1,18.3,veh_passenger,0,28283.57,24286.56
110,0,0,0,0,0,270.96,HBEFA3/PC_G_EU4,0,0,veh2,734643299#17_0,63.03,91.73,!veh2!var#1,12.77,veh_passenger,0,22722.94,25545.06
110,22.14,3131.95,0.17,1.12,0.03,100.78,HBEFA3/PC_G_EU4,0,1.35,veh3,180878435#12_0,64.13,12.18,!veh3!var#1,12.15,veh_passenger,0,26354.83,26031.89
110,50.84,5714.86,0.37,2.01,0.11,269.83,HBEFA3/PC_G_EU4,0,2.46,veh4,-733279820#11_0,72.14,11.35,!veh4!var#1,25.89,veh_passenger,0,27754.95,25913.85
111,13.35,4343.78,0.17,1.49,0.06,0.08,HBEFA3/PC_G_EU4,0,1.87,veh0,-747206985#4_0,69.28,132.76,!veh0!var#1,20.62,veh_passenger,0,17831.38,25731.85
111,274.06,17010.75,1.67,7.46,0.39,270.26,HBEFA3/PC_G_EU4,0,7.31,veh1,-737358446#11_0,76.57,48.37,!veh1!var#1,20.83,veh_passenger,0,28262.75,24286.65
111,85.07,6790.83,0.55,2.8,0.13,270.96,HBEFA3/PC_G_EU4,0,2.92,veh2,734643299#17_0,68.21,105.71,!veh2!var#1,13.98,veh_passenger,0,22708.96,25545.29
111,0,0,0,0,0,106.45,HBEFA3/PC_G_EU4,0,0,veh3,180878435#12_0,61.32,23.67,!veh3!var#1,11.49,veh_passenger,0,26365.98,26029.27
111,0,0,0,0,0,270.4,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#11_0,71.7,37.16,!veh4!var#1,25.82,veh_passenger,0,27729.14,25914.16
112,17.38,4543.24,0.19,1.58,0.07,0.09,HBEFA3/PC_G_EU4,0,1.95,veh0,-747206985#4_0,69.46,153.6,!veh0!var#1,20.84,veh_passenger,0,17831.42,25752.69
112,257.22,16132.86,1.57,7,0.37,270.47,HBEFA3/PC_G_EU4,0,6.93,veh1,-737358446#11_0,75.89,71.27,!veh1!var#1,22.9,veh_passenger,0,28239.85,24286.78
112,0,0,0,0,0,270.96,HBEFA3/PC_G_EU4,0,0,veh2,734643299#17_0,63.25,119.2,!veh2!var#1,13.49,veh_passenger,0,22695.47,25545.52
112,22.77,3016.57,0.17,1.08,0.03,109.95,HBEFA3/PC_G_EU4,0,1.3,veh3,180878435#12_0,63.8,35.43,!veh3!var#1,11.76,veh_passenger,0,26377.04,26025.25
112,0,0,0,0,0,270.34,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#11_0,70.66,62.35,!veh4!var#1,25.18,veh_passenger,0,27703.96,25914.3
113,0,0,0,0,0,0.12,HBEFA3/PC_G_EU4,0,0,veh0,:38110096_7_0,68.26,5.46,!veh0!var#1,20.47,veh_passenger,0,17831.45,25773.16
113,320.79,18960.98,1.93,8.28,0.45,270.52,HBEFA3/PC_G_EU4,0,8.15,veh1,-737358446#11_0,77.59,96.4,!veh1!var#1,25.13,veh_passenger,0,28214.72,24287
113,0,0,0,0,0,270.96,HBEFA3/PC_G_EU4,0,0,veh2,734643299#17_0,62.62,132.1,!veh2!var#1,12.9,veh_passenger,0,22682.57,25545.74
113,0,0,0,0,0,109.95,HBEFA3/PC_G_EU4,0,0,veh3,180878435#12_0,61.55,46.72,!veh3!var#1,11.29,veh_passenger,0,26387.65,26021.4
113,0,0,0,0,0,270.34,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#11_0,71.11,87.34,!veh4!var#1,25,veh_passenger,0,27678.96,25914.45
114,59.2,6576.57,0.43,2.53,0.12,0.2,HBEFA3/PC_G_EU4,0,2.83,veh0,-747206985#1_0,70.37,12.06,!veh0!var#1,21.06,veh_passenger,0,17831.51,25794.22
114,141.67,10114.36,0.9,4.09,0.22,270.52,HBEFA3/PC_G_EU4,0,4.35,veh1,-737358446#11_0,73.54,122.36,!veh1!var#1,25.95,veh_passenger,0,28188.77,24287.24
114,0,0,0,0,0,270.96,HBEFA3/PC_G_EU4,0,0,veh2,734643299#17_0,54.82,140.51,!veh2!var#1,8.4,veh_passenger,0,22674.17,25545.88
114,18.5,2694.03,0.14,0.93,0.02,109.95,HBEFA3/PC_G_EU4,0,1.16,veh3,180878435#12_0,63.32,58.18,!veh3!var#1,11.46,veh_passenger,0,26398.42,26017.49
114,0,0,0,0,0,270.28,HBEFA3/PC_G_EU4,0,0,veh4,:37994601_5_0,70.95,11.32,!veh4!var#1,24.79,veh_passenger,0,27654.18,25914.58
115,0,0,0,0,0,0.2,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#1_0,67.6,32.3,!veh0!var#1,20.24,veh_passenger,0,17831.58,25814.46
115,0,0,0,0,0,270.5,HBEFA3/PC_G_EU4,0,0,veh1,-737358446#11_0,71.12,147.91,!veh1!var#1,25.55,veh_passenger,0,28163.22,24287.46
115,0,0,0,0,0,270.95,HBEFA3/PC_G_EU4,0,0,veh2,734643299#18_0,47.25,0.47,!veh2!var#1,4.32,veh_passenger,0,22669.95,25545.95
115,0,0,0,0,0,109.95,HBEFA3/PC_G_EU4,0,0,veh3,180878435#12_0,62.82,69.64,!veh3!var#1,11.46,veh_passenger,0,26409.19,26013.59
115,60.15,6307.8,0.43,2.31,0.12,270.22,HBEFA3/PC_G_EU4,0,2.71,veh4,-733279820#8_0,71.96,22,!veh4!var#1,25.09,veh_passenger,0,27629.09,25914.69
116,0,3239.48,0.03,0.97,0.03,0.2,HBEFA3/PC_G_EU4,0,1.39,veh0,-747206985#1_0,68.71,52.55,!veh0!var#1,20.25,veh_passenger,0,17831.65,25834.71
116,0,0,0,0,0,270.51,HBEFA3/PC_G_EU4,0,0,veh1,-737358446#11_0,71.02,173.13,!veh1!var#1,25.22,veh_passenger,0,28138,24287.68
116,127.72,5451.03,0.71,2.37,0.11,270.63,HBEFA3/PC_G_EU4,0,2.34,veh2,:37973959_5_0,67.44,5.46,!veh2!var#1,6.34,veh_passenger,0,22663.61,25546.02
116,11.97,2405.25,0.11,0.79,0.02,109.95,HBEFA3/PC_G_EU4,0,1.03,veh3,180878435#12_0,63.1,81.17,!veh3!var#1,11.53,veh_passenger,0,26420.04,26009.65
116,156.22,10809.81,0.98,4.41,0.24,270.22,HBEFA3/PC_G_EU4,0,4.65,veh4,-733279820#8_0,73.82,48.01,!veh4!var#1,26.01,veh_passenger,0,27603.08,25914.79
117,97.16,8420.59,0.65,3.4,0.17,0.2,HBEFA3/PC_G_EU4,0,3.62,veh0,-747206985#1_0,71.26,73.71,!veh0!var#1,21.16,veh_passenger,0,17831.73,25855.87
117,0,0,0,0,0,270.84,HBEFA3/PC_G_EU4,0,0,veh1,-737358446#4_0,71.05,2.64,!veh1!var#1,25,veh_passenger,0,28113.01,24287.97
117,133.56,6953.55,0.77,3.02,0.14,270.63,HBEFA3/PC_G_EU4,0,2.99,veh2,:37973959_5_0,69.19,13.98,!veh2!var#1,8.53,veh_passenger,0,22655.09,25546.11
117,35.58,3738.74,0.25,1.41,0.05,109.95,HBEFA3/PC_G_EU4,0,1.61,veh3,180878435#12_0,64.64,93.19,!veh3!var#1,12.03,veh_passenger,0,26431.34,26005.55
117,0,0,0,0,0,270.24,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#8_0,70.32,73.08,!veh4!var#1,25.07,veh_passenger,0,27578.01,25914.89
118,0,0,0,0,0,0.02,HBEFA3/PC_G_EU4,0,0,veh0,-747206985#1_0,67.63,94.04,!veh0!var#1,20.33,veh_passenger,0,17831.76,25876.2
118,73.94,6929.47,0.51,2.6,0.14,270.95,HBEFA3/PC_G_EU4,0,2.98,veh1,-737358446#4_0,72.27,28.02,!veh1!var#1,25.38,veh_passenger,0,28087.63,24288.39
118,151.44,8928.71,0.9,3.89,0.19,270.31,HBEFA3/PC_G_EU4,0,3.84,veh2,734643299#20_0,71.16,6.06,!veh2!var#1,10.91,veh_passenger,0,22644.29,25546.17
118,0,0,0,0,0,109.95,HBEFA3/PC_G_EU4,0,0,veh3,180878435#12_0,62.13,104.87,!veh3!var#1,11.68,veh_passenger,0,26442.32,26001.57
118,0,0,0,0,0,270.17,HBEFA3/PC_G_EU4,0,0,veh4,-733279820#8_0,71.22,98.05,!veh4!var#1,24.97,veh_passenger,0,27553.04,25914.99
119,104.16,8760.14,0.69,3.56,0.18,0.02,HBEFA3/PC_G_EU4,0,3.77,veh0,-747206985#1_0,71.46,115.32,!veh0!var#1,21.29,veh_passenger,0,17831.76,25897.48
